Metric,Period type,Period,Policy type,Issue,Task type,Task,Location,Market,Result
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Turkey,0.077
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Turkey,1.0
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Turkey,0.969
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Human Exploitation,All,All,Market,Turkey,0.029
Category share,Quarterly,Jan-Mar 2024,Policy,Regulated Goods & Commercial Activities,All,All,Market,Turkey,0.316
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Privacy & Security,All,All,Market,Turkey,0.994
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Turkey,0.824
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Suicide & Self-Harm,All,All,Market,Turkey,0.989
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Turkey,0.432
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Turkey,0.781
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,Turkey,0.002
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,Turkey,0.0
Category share,Quarterly,Jan-Mar 2024,Policy,Sensitive & Mature Themes,All,All,Market,Turkey,0.142
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Commercial Disclosure & Paid Promotion,All,All,Market,Turkey,1.0
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Turkey,0.952
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Integrity & Authenticity,All,All,Market,Turkey,0.985
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Civic & Election Integrity,All,All,Market,Turkey,0.997
Category share,Quarterly,Jan-Mar 2024,Policy,Mental & Behavioral Health,All,All,Market,Turkey,0.362
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Turkey,0.385
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Turkey,0.884
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,1-10 views,Market,Turkey,0.006
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Turkey,0.996
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,Turkey,0.219
Percentage of user reports actioned,Quarterly,Jan-Mar 2024,All,All,Turn around time,Between 2 and 8 hours,Market,Venezuela,0.025
Percentage of user reports actioned,Quarterly,Jan-Mar 2024,All,All,Turn around time,Between 8 and 24 hours,Market,Venezuela,0.014
Percentage of user reports actioned,Quarterly,Jan-Mar 2024,All,All,Turn around time,Less than 2 hours,Market,Venezuela,0.956
Percentage of user reports actioned,Quarterly,Jan-Mar 2024,All,All,Turn around time,More than 24 hours,Market,Venezuela,0.005
Total videos removed,Quarterly,Jan-Mar 2024,All,All,All,All,Market,Venezuela,787826.0
Total videos removed,Quarterly,Jan-Mar 2024,All,All,All,All,Market,Chile,529316.0
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Chile,0.844
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Chile,0.656
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Chile,0.962
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Chile,0.842
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,Chile,0.0
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Chile,0.947
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Misinformation,All,All,Market,Chile,0.316
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Chile,0.624
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Mental & Behavioral Health,All,All,Market,Chile,0.896
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Chile,0.448
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Chile,0.749
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,"101-1,000 views",Market,Chile,0.038
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Civic & Election Integrity,All,All,Market,Chile,0.056
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Dangerous Activities & Challenges,All,All,Market,Chile,0.987
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Safety & Civility,All,All,Market,Chile,0.882
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Suicide & Self-Harm,All,All,Market,Chile,0.947
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Youth Safety & Well-Being,All,All,Market,Chile,0.823
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Chile,1.0
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,Chile,0.951
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Disordered Eating & Body Image,All,All,Market,Chile,0.67
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Chile,0.46
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Suicide & Self-Harm,All,All,Market,Chile,0.973
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Integrity & Authenticity,All,All,Market,Chile,0.934
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Chile,0.338
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Suicide & Self-Harm,All,All,Market,Chile,0.124
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Chile,0.442
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Chile,0.713
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Chile,0.955
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Integrity & Authenticity,All,All,Market,Chile,0.943
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Chile,0.986
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Chile,0.932
Category share,Quarterly,Jan-Mar 2024,Policy,Sensitive & Mature Themes,All,All,Market,Chile,0.461
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Harassment & Bullying,All,All,Market,Chile,0.411
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Privacy & Security,All,All,Market,Chile,0.949
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Human Exploitation,All,All,Market,Chile,0.188
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Chile,1.0
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Chile,0.949
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Misinformation,All,All,Market,Chile,0.823
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Shocking & Graphic Content,All,All,Market,Chile,0.095
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Chile,0.855
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Misinformation,All,All,Market,Chile,0.987
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Safety & Civility,All,All,Market,Chile,0.838
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Gambling,All,All,Market,Chile,0.907
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,Chile,0.941
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Shocking & Graphic Content,All,All,Market,Chile,0.898
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Commercial Disclosure & Paid Promotion,All,All,Market,Chile,0.0
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,0 views,Market,Chile,0.9
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Sensitive & Mature Themes,All,All,Market,Chile,0.98
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,Chile,0.958
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,1-10 views,Market,Chile,0.006
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,11-100 views,Market,Chile,0.033
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Firearms & Dangerous Weapons,All,All,Market,Chile,0.972
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Trade of Regulated Goods & Services,All,All,Market,Chile,0.833
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Dangerous Activities & Challenges,All,All,Market,Chile,0.873
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Trade of Regulated Goods & Services,All,All,Market,Chile,0.893
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Firearms & Dangerous Weapons,All,All,Market,Chile,0.452
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Regulated Goods & Commercial Activities,All,All,Market,Chile,0.979
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Chile,0.295
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Disordered Eating & Body Image,All,All,Market,Chile,0.613
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,All,All,All,All,Market,Chile,0.94
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Disordered Eating & Body Image,All,All,Market,Chile,0.361
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Gambling,All,All,Market,Chile,0.94
Category share,Quarterly,Jan-Mar 2024,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Chile,0.422
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Commercial Disclosure & Paid Promotion,All,All,Market,Chile,1.0
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Chile,0.04
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Chile,1.0
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Chile,0.935
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Chile,0.104
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Chile,0.98
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Human Exploitation,All,All,Market,Chile,0.573
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,Chile,0.697
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Safety & Civility,All,All,Market,Chile,0.922
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Chile,0.271
Category share,Quarterly,Jan-Mar 2024,Policy,Mental & Behavioral Health,All,All,Market,Chile,0.138
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Chile,0.687
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Human Exploitation,All,All,Market,Chile,0.018
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Chile,0.018
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Harassment & Bullying,All,All,Market,Chile,0.894
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Chile,0.26
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Chile,0.983
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Chile,0.615
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Disordered Eating & Body Image,All,All,Market,Chile,0.002
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Chile,0.848
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Chile,0.718
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Chile,0.902
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Dangerous Activities & Challenges,All,All,Market,Chile,0.883
Category share,Quarterly,Jan-Mar 2024,Policy,Integrity & Authenticity,All,All,Market,Chile,0.018
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Chile,0.246
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Chile,0.687
Video: Removal rate of published,Quarterly,Jan-Mar 2024,All,All,All,All,Market,Chile,0.007
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Firearms & Dangerous Weapons,All,All,Market,Chile,0.987
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Chile,0.801
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Chile,0.053
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Chile,0.917
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Harassment & Bullying,All,All,Market,Chile,0.882
Category share,Quarterly,Jan-Mar 2024,Policy,Privacy & Security,All,All,Market,Chile,0.074
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Chile,0.916
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,"10,001-100,000 views",Market,Chile,0.009
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Chile,0.949
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Trade of Regulated Goods & Services,All,All,Market,Chile,0.63
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,"1,001-10,000 views",Market,Chile,0.011
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Firearms & Dangerous Weapons,All,All,Market,Chile,0.94
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Privacy & Security,All,All,Market,Chile,0.985
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Shocking & Graphic Content,All,All,Market,Chile,0.947
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Misinformation,All,All,Market,Chile,0.779
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Chile,0.007
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Youth Safety & Well-Being,All,All,Market,Chile,0.897
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Trade of Regulated Goods & Services,All,All,Market,Chile,0.011
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Civic & Election Integrity,All,All,Market,Chile,0.998
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,Chile,0.933
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,Chile,0.818
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Chile,0.351
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Chile,0.397
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Sensitive & Mature Themes,All,All,Market,Chile,0.971
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Mental & Behavioral Health,All,All,Market,Chile,0.986
Category share,Quarterly,Jan-Mar 2024,Policy,Safety & Civility,All,All,Market,Chile,0.108
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Chile,0.948
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Integrity & Authenticity,All,All,Market,Chile,0.996
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Suicide & Self-Harm,All,All,Market,Chile,0.982
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,Chile,0.013
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Chile,0.517
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Chile,0.796
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Youth Safety & Well-Being,All,All,Market,Chile,0.574
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Chile,0.985
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Chile,0.717
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,Chile,0.0
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Mental & Behavioral Health,All,All,Market,Chile,0.953
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Chile,0.814
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Chile,0.993
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Mental & Behavioral Health - Dangerous Activities & Challenges,All,All,Market,Chile,0.949
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Human Exploitation,All,All,Market,Chile,0.971
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,"100,001-1,000,000 views",Market,Chile,0.002
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Chile,0.631
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Gambling,All,All,Market,Chile,0.658
Proactive removal rate,Quarterly,Jan-Mar 2024,All,All,All,All,Market,Chile,0.972
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Commercial Disclosure & Paid Promotion,All,All,Market,Chile,1.0
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Chile,0.047
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,Chile,0.0
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,Chile,1.0
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Chile,0.87
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Chile,0.975
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Chile,0.929
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Policy,Regulated Goods & Commercial Activities,All,All,Market,Chile,0.967
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Chile,0.979
Category share,Quarterly,Jan-Mar 2024,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Chile,0.048
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Gambling,All,All,Market,Chile,0.012
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Harassment & Bullying,All,All,Market,Chile,0.793
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Privacy & Security,All,All,Market,Chile,0.993
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Civic & Election Integrity,All,All,Market,Chile,0.94
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Commercial Disclosure & Paid Promotion,All,All,Market,Chile,1.0
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Regulated Goods & Commercial Activities,All,All,Market,Chile,0.9
Total videos removed,Quarterly,Jan-Mar 2024,All,All,Share of total removals,">1,000,000 views",Market,Chile,0.0
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Shocking & Graphic Content,All,All,Market,Chile,0.964
Removal rate before any views,Quarterly,Jan-Mar 2024,Policy,Sensitive & Mature Themes,All,All,Market,Chile,0.947
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Chile,0.952
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Chile,0.749
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Civic & Election Integrity,All,All,Market,Chile,0.933
Category share,Quarterly,Jan-Mar 2024,Policy,Regulated Goods & Commercial Activities,All,All,Market,Chile,0.2
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,Chile,0.228
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Chile,0.964
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Chile,0.66
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Chile,0.69
Percentage of user reports actioned,Quarterly,Jan-Mar 2024,All,All,Turn around time,Between 8 and 24 hours,Market,Colombia,0.012
Percentage of user reports actioned,Quarterly,Jan-Mar 2024,All,All,Turn around time,Less than 2 hours,Market,Colombia,0.96
Percentage of user reports actioned,Quarterly,Jan-Mar 2024,All,All,Turn around time,Between 2 and 8 hours,Market,Colombia,0.026
Percentage of user reports actioned,Quarterly,Jan-Mar 2024,All,All,Turn around time,More than 24 hours,Market,Colombia,0.002
Total videos removed,Quarterly,Jan-Mar 2024,All,All,task_type,Automation,Market,Colombia,1307118.0
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Colombia,1.0
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Civic & Election Integrity,All,All,Market,Colombia,0.997
Removal rate within 24 hours,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Harassment & Bullying,All,All,Market,Colombia,0.912
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Colombia,0.983
Proactive removal rate,Quarterly,Jan-Mar 2024,Policy,Privacy & Security,All,All,Market,Colombia,0.998
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Firearms & Dangerous Weapons,All,All,Market,Colombia,0.995
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,Colombia,0.944
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Safety & Civility - Harassment & Bullying,All,All,Market,Colombia,0.939
Category share,Quarterly,Jan-Mar 2024,Sub-policy,Regulated Goods & Commercial Activities - Firearms & Dangerous Weapons,All,All,Market,Colombia,0.653
Removal rate before any views,Quarterly,Jan-Mar 2024,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Colombia,0.923
Proactive removal rate,Quarterly,Jan-Mar 2024,Sub-policy,Integrity & Authenticity - Civic & Election Integrity,All,All,Market,Colombia,0.998
